idClass,idStudent,score
119,2104,1.28
59,2105,8.07
70,2105,3.65
24,2105,4.95
147,2105,8.39
119,2105,1.24
59,2106,1.07
70,2106,7.6
24,2106,4.26
147,2106,0.54
119,2106,6.79
59,2107,5.52
70,2107,4.33
24,2107,4.54
147,2107,4.5
119,2107,9.08
59,2108,6.33
70,2108,8.88
24,2108,6.88
147,2108,5.32
119,2108,4.92
59,2109,6.39
70,2109,0.26
24,2109,5.3
147,2109,7.72
119,2109,6.09
59,2110,9.2
70,2110,7.26
24,2110,8.53
147,2110,4.05
119,2110,6.35
59,2111,9.02
70,2111,0.07
24,2111,6.77
147,2111,6.74
119,2111,0.4
59,2112,3.18
70,2112,9.08
24,2112,2.8
147,2112,3.52
119,2112,0.97
59,2113,8.22
70,2113,8.89
24,2113,8.65
147,2113,8.35
119,2113,5.95
59,2114,9.78
70,2114,0.89
24,2114,2.13
147,2114,2.44
119,2114,5.06
59,2115,4.27
70,2115,8.84
24,2115,1.11
147,2115,0.96
119,2115,3.67
59,2116,8.99
70,2116,6.05
24,2116,5.64
147,2116,8.63
119,2116,6.19
59,2117,8.73
70,2117,9.9
24,2117,5.46
147,2117,2.79
119,2117,5.2
59,2118,3.42
70,2118,0.34
24,2118,1.6
147,2118,7.24
119,2118,3.81
59,2119,8.98
70,2119,9.95
24,2119,4.87
147,2119,4.81
119,2119,6.24
59,2120,9.43
70,2120,6.76
24,2120,8.73
147,2120,4.16
119,2120,8.84
59,2121,3.93
70,2121,2.42
24,2121,3.43
147,2121,2.07
119,2121,7.47
59,2122,7.95
70,2122,4.23
24,2122,0.31
147,2122,4.57
119,2122,3.85
59,2123,2.43
70,2123,5.76
24,2123,6.95
147,2123,3.42
119,2123,4.68
59,2124,0.1
70,2124,5.81
24,2124,0.07
147,2124,1.22
119,2124,1.0
59,2125,9.7
70,2125,1.55
24,2125,0.82
147,2125,5.99
119,2125,3.05
59,2126,9.29
70,2126,0.74
24,2126,8.35
147,2126,9.48
119,2126,8.73
59,2127,7.0
70,2127,8.82
24,2127,9.14
147,2127,7.72
119,2127,9.97
59,2128,6.73
70,2128,9.68
24,2128,5.18
147,2128,0.54
119,2128,1.81
59,2129,6.77
70,2129,6.63
24,2129,8.1
147,2129,2.47
119,2129,8.3
59,2130,9.7
70,2130,6.47
24,2130,9.99
147,2130,0.13
119,2130,3.8
59,2131,6.34
70,2131,6.85
24,2131,4.38
147,2131,3.32
119,2131,1.69
59,2132,0.31
70,2132,0.04
24,2132,7.2
147,2132,4.58
119,2132,6.53
59,2133,1.8
70,2133,9.84
24,2133,4.02
147,2133,1.52
119,2133,7.74
59,2134,0.83
70,2134,5.62
24,2134,6.52
147,2134,7.98
119,2134,2.72
59,2135,5.95
70,2135,9.07
24,2135,9.54
147,2135,1.84
119,2135,5.87
59,2136,3.28
70,2136,1.22
24,2136,4.33
147,2136,8.99
119,2136,4.67
59,2137,5.74
70,2137,1.62
24,2137,9.72
147,2137,7.57
119,2137,4.2
59,2138,8.11
70,2138,4.81
24,2138,1.08
147,2138,4.85
119,2138,8.42
59,2139,0.73
70,2139,9.85
24,2139,9.69
147,2139,7.15
119,2139,9.07
59,2140,2.43
70,2140,1.34
24,2140,2.81
147,2140,6.72
119,2140,2.4
59,2141,3.85
70,2141,8.99
24,2141,3.33
147,2141,7.72
119,2141,8.67
59,2142,0.1
70,2142,6.34
24,2142,3.12
147,2142,9.65
119,2142,2.66
59,2143,0.11
70,2143,6.73
24,2143,5.37
147,2143,9.47
119,2143,6.1
59,2144,2.06
70,2144,3.9
24,2144,2.04
147,2144,4.41
119,2144,0.33
59,2145,4.05
70,2145,5.93
24,2145,7.72
147,2145,0.49
119,2145,7.44
59,2146,4.88
70,2146,9.64
24,2146,2.93
147,2146,0.23
119,2146,5.07
59,2147,7.22
70,2147,5.41
24,2147,2.42
147,2147,7.56
119,2147,7.4
59,2148,2.45
70,2148,1.65
24,2148,8.39
147,2148,9.26
119,2148,8.96
59,2149,1.46
70,2149,9.04
24,2149,0.18
147,2149,5.5
119,2149,5.04
59,2150,7.82
70,2150,9.45
24,2150,3.87
147,2150,9.51
119,2150,4.06
59,2151,2.78
70,2151,2.54
24,2151,5.67
147,2151,9.68
119,2151,7.44
59,2152,5.09
70,2152,0.82
24,2152,4.29
147,2152,0.3
119,2152,5.76
59,2153,0.21
70,2153,1.83
24,2153,4.09
147,2153,0.71
119,2153,0.22
59,2154,2.81
70,2154,5.23
24,2154,6.76
147,2154,4.55
119,2154,4.51
59,2155,1.85
70,2155,4.35
24,2155,6.26
147,2155,2.91
119,2155,1.47
59,2156,8.92
70,2156,2.38
24,2156,0.68
147,2156,6.98
119,2156,3.3
59,2157,3.43
70,2157,7.71
24,2157,4.52
147,2157,7.46
119,2157,1.64
59,2158,1.06
70,2158,7.65
24,2158,4.53
147,2158,9.95
119,2158,6.04
59,2159,1.88
70,2159,6.82
24,2159,4.15
147,2159,8.89
119,2159,5.3
59,2160,6.02
70,2160,2.91
24,2160,9.13
147,2160,2.08
119,2160,0.73
59,2161,0.11
70,2161,2.16
24,2161,3.0
147,2161,1.94
119,2161,5.62
59,2162,0.71
70,2162,5.69
24,2162,9.56
147,2162,8.7
119,2162,3.22
59,2163,6.75
70,2163,4.3
24,2163,1.71
147,2163,5.86
119,2163,5.76
59,2164,6.69
70,2164,8.54
24,2164,9.04
147,2164,6.56
119,2164,8.82
59,2165,9.3
70,2165,6.71
24,2165,8.55
147,2165,2.54
119,2165,7.04
59,2166,0.33
70,2166,3.64
24,2166,2.92
147,2166,0.63
119,2166,3.39
59,2167,9.08
70,2167,6.69
24,2167,4.67
147,2167,9.69
119,2167,9.93
59,2168,8.07
70,2168,8.84
24,2168,9.0
147,2168,5.14
119,2168,2.81
59,2169,0.45
70,2169,0.39
24,2169,8.01
147,2169,2.78
119,2169,5.4
59,2170,3.17
70,2170,7.86
24,2170,5.77
147,2170,2.69
119,2170,0.87
59,2171,3.41
70,2171,9.93
24,2171,8.44
147,2171,7.88
119,2171,2.35
59,2172,3.19
70,2172,6.53
24,2172,5.21
147,2172,4.22
119,2172,2.71
59,2173,3.2
70,2173,7.25
24,2173,4.18
147,2173,0.97
119,2173,6.43
59,2174,7.77
70,2174,4.36
24,2174,5.91
147,2174,4.75
119,2174,4.39
59,2175,1.54
70,2175,6.3
24,2175,1.05
147,2175,3.74
119,2175,6.51
59,2176,3.24
70,2176,2.19
24,2176,4.52
147,2176,8.82
119,2176,0.7
59,2177,3.7
70,2177,2.32
24,2177,7.12
147,2177,1.16
119,2177,1.81
59,2178,3.64
70,2178,10.0
24,2178,2.98
147,2178,3.26
119,2178,0.57
59,2179,6.99
70,2179,4.89
24,2179,5.46
147,2179,3.26
119,2179,5.25
59,2180,8.46
70,2180,9.49
24,2180,8.45
147,2180,0.22
119,2180,2.23
59,2181,6.77
70,2181,4.18
24,2181,6.34
147,2181,7.02
119,2181,4.78
59,2182,2.68
70,2182,3.18
24,2182,0.18
147,2182,4.12
119,2182,9.52
59,2183,8.41
70,2183,0.78
24,2183,1.27
147,2183,3.98
119,2183,9.19
59,2184,0.18
70,2184,4.04
24,2184,3.99
147,2184,8.2
119,2184,4.61
59,2185,1.59
70,2185,6.58
24,2185,0.41
147,2185,5.72
119,2185,7.14
59,2186,3.11
70,2186,6.81
24,2186,0.52
147,2186,9.94
119,2186,6.62
59,2187,7.93
70,2187,5.58
24,2187,9.5
147,2187,2.61
119,2187,2.5
59,2188,4.02
70,2188,1.96
24,2188,8.73
147,2188,0.07
119,2188,2.24
59,2189,7.74
70,2189,5.9
24,2189,9.44
147,2189,9.36
119,2189,6.17
59,2190,4.48
70,2190,3.02
24,2190,1.04
147,2190,5.23
119,2190,6.28
59,2191,5.97
70,2191,3.13
24,2191,7.11
147,2191,3.1
119,2191,3.34
59,2192,5.11
70,2192,2.12
24,2192,6.24
147,2192,4.79
119,2192,8.78
59,2193,5.28
70,2193,5.8
24,2193,4.52
147,2193,2.15
119,2193,8.01
59,2194,6.42
70,2194,4.4
24,2194,6.53
147,2194,8.2
119,2194,7.69
59,2195,7.78
70,2195,1.61
24,2195,6.88
147,2195,5.41
119,2195,6.33
59,2196,5.25
70,2196,8.99
24,2196,2.01
147,2196,6.72
119,2196,1.28
59,2197,3.29
70,2197,6.96
24,2197,0.78
147,2197,8.24
119,2197,9.14
59,2198,7.23
70,2198,1.62
24,2198,3.41
147,2198,6.95
119,2198,3.76
59,2199,2.67
70,2199,5.74
24,2199,5.45
147,2199,8.05
119,2199,1.96
59,2200,4.19
70,2200,8.01
24,2200,6.72
147,2200,1.31
119,2200,0.35
59,2201,1.35
70,2201,1.4
24,2201,1.34
147,2201,0.04
119,2201,3.64
59,2202,5.92
70,2202,3.53
24,2202,7.12
147,2202,7.88
119,2202,4.84
59,2203,5.0
70,2203,7.81
24,2203,1.74
147,2203,6.52
119,2203,4.0
59,2204,0.57
70,2204,9.58
24,2204,7.49
147,2204,8.98
119,2204,0.47
59,2205,4.76
70,2205,2.42
24,2205,1.77
147,2205,7.45
119,2205,6.67
59,2206,3.38
70,2206,5.03
24,2206,1.04
147,2206,2.58
119,2206,0.97
59,2207,5.64
70,2207,0.56
24,2207,7.45
147,2207,2.07
119,2207,4.85
59,2208,6.45
70,2208,5.86
24,2208,6.03
147,2208,0.48
119,2208,5.76
59,2209,4.55
70,2209,7.35
24,2209,2.36
147,2209,9.67
119,2209,8.1
59,2210,7.77
70,2210,3.42
24,2210,6.08
147,2210,1.61
119,2210,4.16
59,2211,2.41
70,2211,2.01
24,2211,7.78
147,2211,5.5
119,2211,3.4
59,2212,3.61
70,2212,3.83
24,2212,8.17
147,2212,8.8
119,2212,6.82
59,2213,7.42
70,2213,7.73
24,2213,9.99
147,2213,3.93
119,2213,6.02
59,2214,6.29
70,2214,0.74
24,2214,9.34
147,2214,8.75
119,2214,0.99
59,2215,5.18
70,2215,6.15
24,2215,1.68
147,2215,5.17
119,2215,0.11
59,2216,9.49
70,2216,9.21
24,2216,8.08
147,2216,7.57
119,2216,2.46
59,2217,3.95
70,2217,7.33
24,2217,6.81
147,2217,9.82
119,2217,2.85
59,2218,8.19
70,2218,0.89
24,2218,1.44
147,2218,7.54
119,2218,2.21
59,2219,7.08
70,2219,9.31
24,2219,2.43
147,2219,4.74
119,2219,5.38
59,2220,5.64
70,2220,6.84
24,2220,0.08
147,2220,5.53
119,2220,3.37
59,2221,8.49
70,2221,8.89
24,2221,1.66
147,2221,9.42
119,2221,4.41
59,2222,0.8
70,2222,5.44
24,2222,7.01
147,2222,3.27
119,2222,1.65
59,2223,4.81
70,2223,7.92
24,2223,9.08
147,2223,8.21
119,2223,4.66
59,2224,2.36
70,2224,8.76
24,2224,4.0
147,2224,9.84
119,2224,7.17
59,2225,7.88
70,2225,8.69
24,2225,8.69
147,2225,3.12
119,2225,8.74
59,2226,3.5
70,2226,5.5
24,2226,2.19
147,2226,4.6
119,2226,5.83
59,2227,6.51
70,2227,6.85
24,2227,2.54
147,2227,3.74
119,2227,1.2
59,2228,5.9
70,2228,9.71
24,2228,1.17
147,2228,8.29
119,2228,1.13
59,2229,8.56
70,2229,4.1
24,2229,2.52
147,2229,7.83
119,2229,4.75
59,2230,1.85
70,2230,0.21
24,2230,8.39
147,2230,7.39
119,2230,4.22
59,2231,0.82
70,2231,9.21
24,2231,6.82
147,2231,9.48
119,2231,6.69
59,2232,1.93
70,2232,8.14
24,2232,5.47
147,2232,0.6
119,2232,7.93
59,2233,5.86
70,2233,6.5
24,2233,8.26
147,2233,9.72
119,2233,9.03
59,2234,7.48
70,2234,4.08
24,2234,4.31
147,2234,0.24
119,2234,0.94
59,2235,1.22
70,2235,8.21
24,2235,3.93
147,2235,1.27
119,2235,9.82
59,2236,5.84
70,2236,1.1
24,2236,8.79
147,2236,1.09
119,2236,5.68
59,2237,6.38
70,2237,6.97
24,2237,3.03
147,2237,5.32
119,2237,3.18
59,2238,5.69
70,2238,0.6
24,2238,3.53
147,2238,6.07
119,2238,1.62
59,2239,0.54
70,2239,0.64
24,2239,0.36
147,2239,1.38
119,2239,0.05
59,2240,4.95
70,2240,6.06
24,2240,0.71
147,2240,6.49
119,2240,4.79
59,2241,6.58
70,2241,6.25
24,2241,0.44
147,2241,2.58
119,2241,0.66
59,2242,3.88
70,2242,7.81
24,2242,7.93
147,2242,6.34
119,2242,9.5
59,2243,5.63
70,2243,2.09
24,2243,8.83
147,2243,8.47
119,2243,9.62
59,2244,2.25
70,2244,0.54
24,2244,9.49
147,2244,3.01
119,2244,1.19
59,2245,0.69
70,2245,1.0
24,2245,2.87
147,2245,0.27
119,2245,5.54
59,2246,3.28
70,2246,6.69
24,2246,6.12
147,2246,7.75
119,2246,5.64
59,2247,6.32
70,2247,7.29
24,2247,3.98
147,2247,5.26
119,2247,3.29
59,2248,8.55
70,2248,9.54
24,2248,0.81
147,2248,0.82
119,2248,9.68
59,2249,6.25
70,2249,8.82
24,2249,2.69
147,2249,3.54
119,2249,8.04
59,2250,6.25
70,2250,1.29
24,2250,9.34
147,2250,5.59
119,2250,3.08
59,2251,6.77
70,2251,3.2
24,2251,8.97
147,2251,5.02
119,2251,8.88
59,2252,6.93
70,2252,0.03
24,2252,7.06
147,2252,7.47
119,2252,0.36
59,2253,7.96
70,2253,0.88
24,2253,4.61
147,2253,8.61
119,2253,1.7
59,2254,3.09
70,2254,4.13
24,2254,1.2
147,2254,8.79
119,2254,5.21
59,2255,6.55
70,2255,9.2
24,2255,1.77
147,2255,0.41
119,2255,9.94
59,2256,8.53
70,2256,0.5
24,2256,2.6
147,2256,9.03
119,2256,6.78
59,2257,9.13
70,2257,8.07
24,2257,1.86
147,2257,5.41
119,2257,5.7
59,2258,5.07
70,2258,7.78
24,2258,8.24
147,2258,1.7
119,2258,5.15
59,2259,7.53
70,2259,0.6
24,2259,5.94
147,2259,9.75
119,2259,2.6
59,2260,5.94
70,2260,1.54
24,2260,6.25
147,2260,7.29
119,2260,0.81
59,2261,0.89
70,2261,0.96
24,2261,5.59
147,2261,9.99
119,2261,0.56
59,2262,1.43
70,2262,7.02
24,2262,3.2
147,2262,8.09
119,2262,4.92
59,2263,5.67
70,2263,2.33
24,2263,0.77
147,2263,8.23
119,2263,1.62
59,2264,5.66
70,2264,1.41
24,2264,5.18
147,2264,8.35
119,2264,8.92
59,2265,3.21
70,2265,9.03
24,2265,8.59
147,2265,2.02
119,2265,4.29
59,2266,8.04
70,2266,3.32
24,2266,3.93
147,2266,7.27
119,2266,8.79
59,2267,3.91
70,2267,7.97
24,2267,9.82
147,2267,9.58
119,2267,0.6
59,2268,9.12
70,2268,1.53
24,2268,5.08
147,2268,5.11
119,2268,5.34
59,2269,0.8
70,2269,3.01
24,2269,1.14
147,2269,7.48
119,2269,8.18
59,2270,2.62
70,2270,0.63
24,2270,4.95
147,2270,9.81
119,2270,7.86
59,2271,5.11
70,2271,0.87
24,2271,6.6
147,2271,0.49
119,2271,9.9
59,2272,7.32
70,2272,0.95
24,2272,0.26
147,2272,5.65
119,2272,6.11
59,2273,5.91
70,2273,2.36
24,2273,4.9
147,2273,8.22
119,2273,7.28
59,2274,0.83
70,2274,1.37
24,2274,5.26
147,2274,9.48
119,2274,2.03
59,2275,3.48
70,2275,9.59
24,2275,6.41
147,2275,2.27
119,2275,3.54
59,2276,5.3
70,2276,1.43
24,2276,6.77
147,2276,7.53
119,2276,0.86
59,2277,6.16
70,2277,3.79
24,2277,9.67
147,2277,5.52
119,2277,9.56
59,2278,0.39
70,2278,4.55
24,2278,5.15
147,2278,2.65
119,2278,9.63
59,2279,1.18
70,2279,3.56
24,2279,9.93
147,2279,2.88
119,2279,3.2
59,2280,0.5
70,2280,4.86
24,2280,7.23
147,2280,2.04
119,2280,9.09
59,2281,3.79
70,2281,3.43
24,2281,5.69
147,2281,4.92
119,2281,1.37
59,2282,2.5
70,2282,6.87
24,2282,2.61
147,2282,0.56
119,2282,9.85
59,2283,0.54
70,2283,2.95
24,2283,2.51
147,2283,7.37
119,2283,6.53
59,2284,3.89
70,2284,1.81
24,2284,6.38
147,2284,2.38
119,2284,0.91
59,2285,0.85
70,2285,8.68
24,2285,2.73
147,2285,2.99
119,2285,1.8
59,2286,7.82
70,2286,0.35
24,2286,1.74
147,2286,8.26
119,2286,0.59
59,2287,1.31
70,2287,4.06
24,2287,8.56
147,2287,7.37
119,2287,5.13
59,2288,7.35
70,2288,2.02
24,2288,8.6
147,2288,4.39
119,2288,4.47
59,2289,4.24
70,2289,0.36
24,2289,3.98
147,2289,1.55
119,2289,2.71
59,2290,8.92
70,2290,0.84
24,2290,1.56
147,2290,0.47
119,2290,3.67
59,2291,7.21
70,2291,1.24
24,2291,7.95
147,2291,3.43
119,2291,1.29
59,2292,8.96
70,2292,0.29
24,2292,2.62
147,2292,1.46
119,2292,4.96
59,2293,8.54
70,2293,3.42
24,2293,8.55
147,2293,3.83
119,2293,0.94
59,2294,6.66
70,2294,0.37
24,2294,0.26
147,2294,0.22
119,2294,8.36
59,2295,6.02
70,2295,7.68
24,2295,8.63
147,2295,4.52
119,2295,9.64
59,2296,8.93
70,2296,7.33
24,2296,5.66
147,2296,5.84
119,2296,0.95
59,2297,9.86
70,2297,3.45
24,2297,1.26
147,2297,0.84
119,2297,5.14
59,2298,6.42
70,2298,8.99
24,2298,1.12
147,2298,7.81
119,2298,7.53
59,2299,4.69
70,2299,3.11
24,2299,6.43
147,2299,2.76
119,2299,7.26
59,2300,0.93
70,2300,3.82
24,2300,9.63
147,2300,4.58
119,2300,6.69
59,2301,1.47
70,2301,7.35
24,2301,6.29
147,2301,7.19
119,2301,4.38
59,2302,0.49
70,2302,3.95
24,2302,3.27
147,2302,5.3
119,2302,3.08
59,2303,1.08
70,2303,3.22
24,2303,5.31
147,2303,6.9
119,2303,9.38
59,2304,8.63
70,2304,7.17
24,2304,5.69
147,2304,0.93
119,2304,6.03
59,2305,3.78
70,2305,3.02
24,2305,6.81
147,2305,2.03
119,2305,1.13
59,2306,6.24
70,2306,8.43
24,2306,9.51
147,2306,3.19
119,2306,0.17
59,2307,3.44
70,2307,7.65
24,2307,2.87
147,2307,7.13
119,2307,2.33
59,2308,0.85
70,2308,6.29
24,2308,9.2
147,2308,2.02
119,2308,5.71
59,2309,3.28
70,2309,1.17
24,2309,5.91
147,2309,2.55
119,2309,7.37
59,2310,3.84
70,2310,3.54
24,2310,5.31
147,2310,1.68
119,2310,7.39
59,2311,0.47
70,2311,2.0
24,2311,3.57
147,2311,3.1
119,2311,0.51
59,2312,3.54
70,2312,7.63
24,2312,2.05
147,2312,4.42
119,2312,8.99
59,2313,9.48
70,2313,2.7
24,2313,1.08
147,2313,5.34
119,2313,1.13
59,2314,9.82
70,2314,7.32
24,2314,2.43
147,2314,1.92
119,2314,4.56
59,2315,0.08
70,2315,8.85
24,2315,6.58
147,2315,4.86
119,2315,1.82
59,2316,8.33
70,2316,3.5
24,2316,7.67
147,2316,3.85
119,2316,0.34
59,2317,2.14
70,2317,9.61
24,2317,7.24
147,2317,8.02
119,2317,0.76
59,2318,2.72
70,2318,7.51
24,2318,0.1
147,2318,7.48
119,2318,9.78
59,2319,7.11
70,2319,4.57
24,2319,5.52
147,2319,4.98
119,2319,5.2
59,2320,7.0
70,2320,9.68
24,2320,0.5
147,2320,3.49
119,2320,1.82
59,2321,9.59
70,2321,4.35
24,2321,8.6
147,2321,4.89
119,2321,1.79
59,2322,0.52
70,2322,4.89
24,2322,4.3
147,2322,5.65
119,2322,5.03
59,2323,3.92
70,2323,8.1
24,2323,3.61
147,2323,5.58
119,2323,4.35
59,2324,3.27
70,2324,7.23
24,2324,4.63
147,2324,7.97
119,2324,2.34
59,2325,7.1
70,2325,2.9
24,2325,5.87
147,2325,6.97
119,2325,3.43
59,2326,2.43
70,2326,0.18
24,2326,9.85
147,2326,5.13
119,2326,6.79
59,2327,9.28
70,2327,7.28
24,2327,6.78
147,2327,6.89
119,2327,0.33
59,2328,3.75
70,2328,6.98
24,2328,9.87
147,2328,9.36
119,2328,0.22
59,2329,5.09
70,2329,5.48
24,2329,4.2
147,2329,6.23
119,2329,5.93
59,2330,1.93
70,2330,0.36
24,2330,6.09
147,2330,7.02
119,2330,2.94
70,2331,8.57
24,2331,9.19
147,2331,7.83
119,2331,5.55
49,2331,1.32
70,2332,2.0
24,2332,1.33
147,2332,3.48
119,2332,0.2
49,2332,8.25
70,2333,3.25
24,2333,4.05
147,2333,4.09
119,2333,8.58
49,2333,8.83
70,2334,6.88
24,2334,2.81
147,2334,0.67
119,2334,8.41
49,2334,5.21
70,2335,3.56
24,2335,3.13
147,2335,1.06
119,2335,8.45
49,2335,0.22
70,2336,3.62
24,2336,6.7
147,2336,5.65
119,2336,8.77
49,2336,6.35
70,2337,9.09
24,2337,1.34
147,2337,6.06
119,2337,3.15
49,2337,4.84
70,2338,1.05
24,2338,0.92
147,2338,9.26
119,2338,5.97
49,2338,4.93
70,2339,6.06
24,2339,9.08
147,2339,6.81
119,2339,5.48
49,2339,9.56
70,2340,1.27
24,2340,8.13
147,2340,9.79
119,2340,7.89
49,2340,0.84
70,2341,1.08
24,2341,1.17
147,2341,0.16
119,2341,3.77
49,2341,5.06
70,2342,1.34
24,2342,5.69
147,2342,6.4
119,2342,7.09
49,2342,6.59
70,2343,0.51
24,2343,5.01
147,2343,4.44
119,2343,8.33
49,2343,4.9
70,2344,0.47
24,2344,3.8
147,2344,8.36
119,2344,4.57
49,2344,2.48
70,2345,6.94
24,2345,4.02
147,2345,5.17
119,2345,4.18
49,2345,9.89
70,2346,9.91
24,2346,5.9
147,2346,0.19
119,2346,8.99
49,2346,9.09
70,2347,4.53
24,2347,9.98
147,2347,8.7
119,2347,9.55
49,2347,5.71
70,2348,2.55
24,2348,7.11
147,2348,0.66
119,2348,9.37
49,2348,6.56
70,2349,4.55
24,2349,4.85
147,2349,5.13
119,2349,9.38
49,2349,2.57
70,2350,1.95
24,2350,1.81
147,2350,0.65
119,2350,6.09
49,2350,3.36
70,2351,7.57
24,2351,5.85
147,2351,4.33
119,2351,3.52
49,2351,8.68
70,2352,5.86
24,2352,7.26
147,2352,8.43
119,2352,7.14
49,2352,2.18
70,2353,9.53
24,2353,8.55
147,2353,2.52
119,2353,1.97
49,2353,4.4
70,2354,8.32
24,2354,9.69
147,2354,6.11
119,2354,3.2
49,2354,1.1
70,2355,7.71
24,2355,7.99
147,2355,5.5
119,2355,0.01
49,2355,3.64
70,2356,5.8
24,2356,0.63
147,2356,6.97
119,2356,2.2
49,2356,8.07
70,2357,9.98
24,2357,9.82
147,2357,0.7
119,2357,2.1
49,2357,6.78
70,2358,8.88
24,2358,1.19
147,2358,8.3
119,2358,0.4
49,2358,4.45
70,2359,3.13
24,2359,8.3
147,2359,2.3
119,2359,6.12
49,2359,6.8
70,2360,2.35
24,2360,7.2
147,2360,3.64
119,2360,7.23
49,2360,3.73
70,2361,8.29
24,2361,0.56
147,2361,9.74
119,2361,1.41
49,2361,7.37
70,2362,5.83
24,2362,1.48
147,2362,5.48
119,2362,9.96
49,2362,0.64
70,2363,0.89
24,2363,2.84
147,2363,3.09
119,2363,0.34
49,2363,4.53
70,2364,9.13
24,2364,3.37
147,2364,8.29
119,2364,5.39
49,2364,8.45
70,2365,7.24
24,2365,1.34
147,2365,1.03
119,2365,9.51
49,2365,8.03
70,2366,3.82
24,2366,0.12
147,2366,4.12
119,2366,5.75
49,2366,3.22
70,2367,8.4
24,2367,5.27
147,2367,7.47
119,2367,2.66
49,2367,7.76
70,2368,5.2
24,2368,1.15
147,2368,9.97
119,2368,7.22
49,2368,4.6
70,2369,7.21
24,2369,0.19
147,2369,3.76
119,2369,5.23
49,2369,6.97
70,2370,6.5
24,2370,0.17
147,2370,5.27
119,2370,2.79
49,2370,9.23
70,2371,3.8
24,2371,0.35
147,2371,9.97
119,2371,1.61
49,2371,5.42
70,2372,9.35
24,2372,4.05
147,2372,0.28
119,2372,7.97
49,2372,7.24
70,2373,9.05
24,2373,7.52
147,2373,6.72
119,2373,5.4
49,2373,2.56
70,2374,4.03
24,2374,0.87
147,2374,7.86
119,2374,9.52
49,2374,9.15
70,2375,4.62
24,2375,5.99
147,2375,9.65
119,2375,7.23
49,2375,3.62
70,2376,9.1
24,2376,0.19
147,2376,9.67
119,2376,0.55
49,2376,5.74
70,2377,4.86
24,2377,2.74
147,2377,6.56
119,2377,3.83
49,2377,2.31
70,2378,9.76
24,2378,8.78
147,2378,4.48
119,2378,2.0
49,2378,8.52
70,2379,9.42
24,2379,9.9
147,2379,6.58
119,2379,7.38
49,2379,7.78
70,2380,3.04
24,2380,7.02
147,2380,1.86
119,2380,8.34
49,2380,2.74
70,2381,0.85
24,2381,7.19
147,2381,3.26
119,2381,6.31
49,2381,0.73
70,2382,9.08
24,2382,1.38
147,2382,5.11
119,2382,3.54
49,2382,2.57
70,2383,5.54
24,2383,2.06
147,2383,7.79
119,2383,5.24
49,2383,6.23
70,2384,7.21
24,2384,7.54
147,2384,7.03
119,2384,7.93
49,2384,1.51
70,2385,5.78
24,2385,2.67
147,2385,2.06
119,2385,8.71
49,2385,0.02
70,2386,7.56
24,2386,4.04
147,2386,6.58
119,2386,7.56
49,2386,2.47
70,2387,6.68
24,2387,4.66
147,2387,0.6
119,2387,6.37
49,2387,3.93
70,2388,8.2
24,2388,5.93
147,2388,1.67
119,2388,1.74
49,2388,1.21
70,2389,4.12
24,2389,8.66
147,2389,2.73
119,2389,6.99
49,2389,1.99
70,2390,5.52
24,2390,2.08
147,2390,1.35
119,2390,2.58
49,2390,2.82
70,2391,4.47
24,2391,5.39
147,2391,5.38
119,2391,6.83
49,2391,9.13
70,2392,6.05
24,2392,0.75
147,2392,5.39
119,2392,2.32
49,2392,1.56
70,2393,1.47
24,2393,3.9
147,2393,6.32
119,2393,9.2
49,2393,8.71
70,2394,8.54
24,2394,9.22
147,2394,7.33
119,2394,5.72
49,2394,4.37
70,2395,2.06
24,2395,1.68
147,2395,8.2
119,2395,6.54
49,2395,1.98
70,2396,0.47
24,2396,5.83
147,2396,1.99
119,2396,5.53
49,2396,8.35
70,2397,5.02
24,2397,0.03
147,2397,4.51
119,2397,5.06
49,2397,3.89
70,2398,9.29
24,2398,4.73
147,2398,8.07
119,2398,4.73
49,2398,2.81
70,2399,5.19
24,2399,6.63
147,2399,9.84
119,2399,6.07
49,2399,4.26
70,2400,4.65
24,2400,1.13
147,2400,3.96
119,2400,4.47
49,2400,3.75
70,2401,1.44
24,2401,1.67
147,2401,2.44
119,2401,2.36
49,2401,3.01
70,2402,3.58
24,2402,6.37
147,2402,3.46
119,2402,0.56
49,2402,1.21
70,2403,3.04
24,2403,9.44
147,2403,1.85
119,2403,1.28
49,2403,5.31
70,2404,7.43
24,2404,8.95
147,2404,9.82
119,2404,4.02
49,2404,6.17
70,2405,6.44
24,2405,3.16
147,2405,8.97
119,2405,3.59
49,2405,7.0
24,2406,7.67
147,2406,1.48
119,2406,2.14
49,2406,1.09
50,2406,5.8
24,2407,3.06
147,2407,5.9
119,2407,1.37
49,2407,1.7
50,2407,7.35
24,2408,4.69
147,2408,3.02
119,2408,1.55
49,2408,7.27
50,2408,1.96
24,2409,5.79
147,2409,8.65
119,2409,5.84
49,2409,8.32
50,2409,7.28
24,2410,5.9
147,2410,2.86
119,2410,3.46
49,2410,7.25
50,2410,6.17
24,2411,7.8
147,2411,2.89
119,2411,2.83
49,2411,6.1
50,2411,8.94
24,2412,5.8
147,2412,0.94
119,2412,9.85
49,2412,9.8
50,2412,5.57
24,2413,0.24
147,2413,0.74
119,2413,4.04
49,2413,4.68
50,2413,5.38
24,2414,7.07
147,2414,4.8
119,2414,7.94
49,2414,7.41
50,2414,9.82
24,2415,8.94
147,2415,4.77
119,2415,0.37
